Model Name,Batch Size,Timestamp,DeviceId,GPU Utilization (%),GPU Power (W),GPU Frequency (MHz),GPU Core Temp (°C),GPU Mem Temp (°C),GPU Memory Used (MiB),Compute Engine Util (%),Decoder Engine 0 (%),Decoder Engine 1 (%),Encoder Engine 0 (%),Encoder Engine 1 (%),Copy Engine 0 (%),Media Enhancement Engine 0 (%),Media Enhancement Engine 1 (%),Media Engine Frequency (MHz)
decode,200,14:30:23.302, 0, N/A, 54.30, 1933, 47.00, 48.00, 5070.42, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:25.805, 0, N/A, 54.40, 1933, 47.00, 48.00, 5070.42, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:28.298, 0, N/A, 54.41, 1933, 47.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:30.800, 0, N/A, 54.36, 1933, 47.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:33.299, 0, N/A, 54.36, 1933, 48.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:35.797, 0, N/A, 54.38, 1933, 48.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:38.302, 0, N/A, 54.48, 1933, 48.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:40.798, 0, N/A, 54.41, 1933, 48.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:43.300, 0, N/A, 54.49, 1933, 48.00, 48.00, 5070.43, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:45.799, 0, N/A, 54.36, 1933, 48.00, 48.00, 5070.44, N/A, N/A, N/A, N/A, N/A, 1500
decode,200,14:30:48.301, 0, N/A, 54.36, 1933, 48.00, 48.00, 5070.44, N/A, N/A, N/A, N/A, N/A, 1500
